Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
BTF3P11	13q22.3	0.07	0.23	0.20	0.41	-0.16	2.007e-5	7.979e-3	(B) White
SLC41A2	12q23.3	8.33	8.88	0.80	0.93	-0.55	2.055e-5	7.979e-3	(B) White
ALKBH6	19q13.12	7.65	7.11	0.80	0.73	0.54	2.101e-5	7.979e-3	(A) Black or African American
GDF9	5q31.1	3.79	3.21	0.85	0.87	0.57	2.128e-5	7.979e-3	(A) Black or African American
SRPK1	6p21.31	10.50	10.83	0.49	0.58	-0.34	2.143e-5	7.979e-3	(B) White
FAM209A	20q13.31	1.44	0.92	0.78	0.78	0.53	2.152e-5	7.979e-3	(A) Black or African American
FLJ42393	3q27.3	0.51	0.94	0.55	1.13	-0.42	2.181e-5	7.979e-3	(B) White
BRPF3	6p21.31	10.12	10.49	0.54	0.68	-0.37	2.358e-5	8.359e-3	(B) White
TEX2	17q23.3	9.64	9.98	0.51	0.44	-0.34	2.368e-5	8.359e-3	(B) White
PMS2P5	7q11.23	6.05	5.69	0.54	0.58	0.36	2.525e-5	8.600e-3	(A) Black or African American
UCKL1	20q13.33	9.63	9.26	0.55	0.61	0.37	2.565e-5	8.600e-3	(A) Black or African American
ZNF771	16p11.2	6.00	5.55	0.68	0.74	0.46	2.619e-5	8.603e-3	(A) Black or African American
WASH8P	12p13.33	9.30	8.73	0.86	0.85	0.57	2.651e-5	8.603e-3	(A) Black or African American
NTN5	19q13.33	3.29	2.30	1.51	1.22	0.99	2.699e-5	8.620e-3	(A) Black or African American
UFSP1	7q22.1	5.58	5.02	0.85	0.89	0.57	2.758e-5	8.660e-3	(A) Black or African American
NAPEPLD	7q22.1	8.34	8.72	0.58	0.54	-0.39	2.798e-5	8.660e-3	(B) White
RNF32	7q36.3	6.20	5.66	0.80	0.88	0.54	2.957e-5	9.014e-3	(A) Black or African American
ATP5F1E	20q13.32	12.39	12.03	0.54	0.61	0.36	3.085e-5	9.134e-3	(A) Black or African American
STON1-GTF2A1L	2p16.3	0.53	1.25	1.03	1.51	-0.72	3.087e-5	9.134e-3	(B) White
UGT2B7	4q13.2	1.34	2.18	1.16	2.02	-0.83	3.280e-5	9.564e-3	(B) White
TMUB1	7q36.1	10.19	9.76	0.65	0.67	0.43	3.359e-5	9.586e-3	(A) Black or African American
ERICH6	3q25.1	1.26	0.72	0.83	0.66	0.54	3.484e-5	9.586e-3	(A) Black or African American
ARSE	Xp22.33	6.25	8.10	2.85	2.44	-1.85	3.491e-5	9.586e-3	(B) White
ZNF513	2p23.3	9.11	8.68	0.67	0.63	0.44	3.642e-5	9.586e-3	(A) Black or African American
ASH1L-AS1	1q22	5.77	5.30	0.71	0.72	0.46	3.679e-5	9.586e-3	(A) Black or African American
SNHG5	6q14.3	9.61	10.31	1.07	1.13	-0.71	3.738e-5	9.586e-3	(B) White
CUTALP	9q33.2	9.25	8.77	0.75	0.71	0.49	3.776e-5	9.586e-3	(A) Black or African American
RHD	1p36.11	2.66	2.09	0.85	1.13	0.57	3.780e-5	9.586e-3	(A) Black or African American
PRKCI	3q26.2	10.10	10.44	0.51	0.65	-0.34	3.876e-5	9.586e-3	(B) White
POLH	6p21.1	8.74	9.01	0.40	0.50	-0.27	3.918e-5	9.586e-3	(B) White
PRKRIP1	7q22.1	9.65	9.21	0.70	0.52	0.45	3.991e-5	9.586e-3	(A) Black or African American
MAGEF1	3q27.1	10.26	9.88	0.59	0.58	0.39	4.026e-5	9.586e-3	(A) Black or African American
ARMT1	6q25.1	9.14	9.47	0.51	0.52	-0.33	4.035e-5	9.586e-3	(B) White
DUS2	16q22.1	8.09	7.80	0.46	0.43	0.30	4.039e-5	9.586e-3	(A) Black or African American
SLC34A3	9q34.3	3.92	3.00	1.41	1.45	0.92	4.050e-5	9.586e-3	(A) Black or African American
PRR34-AS1	22q13.31	6.49	5.89	0.91	1.05	0.60	4.114e-5	9.626e-3	(A) Black or African American
SNORD17	20p11.23	2.09	1.42	1.04	1.02	0.67	4.236e-5	9.716e-3	(A) Black or African American
LOC90784	2p11.2	7.57	8.30	1.16	0.69	-0.73	4.250e-5	9.716e-3	(B) White
LINC01002	19p13.3	7.52	6.67	1.32	1.26	0.85	4.408e-5	9.964e-3	(A) Black or African American
EEF1AKMT2	10q26.13	8.11	7.77	0.53	0.52	0.34	4.762e-5	0.0105	(A) Black or African American
H3F3AP5	Xp11.22	0.26	0.59	0.49	0.73	-0.33	4.906e-5	0.0106	(B) White
GSTM4	1p13.3	8.73	8.27	0.72	0.74	0.46	4.912e-5	0.0106	(A) Black or African American
MYL5	4p16.3	7.13	6.54	0.92	0.91	0.59	4.976e-5	0.0106	(A) Black or African American
MRGPRE	11p15.4	0.58	1.10	0.68	1.55	-0.52	5.044e-5	0.0106	(B) White
PNKP	19q13.33	9.47	9.08	0.60	0.55	0.38	5.110e-5	0.0106	(A) Black or African American
FAM3A	Xq28	10.31	9.89	0.67	0.66	0.42	5.643e-5	0.0114	(A) Black or African American
EFR3A	8q24.22	10.78	11.10	0.50	0.57	-0.32	5.691e-5	0.0114	(B) White
SCAND1	20q11.23	10.17	9.64	0.84	0.74	0.53	5.998e-5	0.0117	(A) Black or African American
ST20	15q25.1	6.27	5.77	0.77	0.95	0.50	6.012e-5	0.0117	(A) Black or African American
CALML6	1p36.33	2.10	1.17	1.50	1.05	0.93	6.040e-5	0.0117	(A) Black or African American
CHST12	7p22.3	9.30	8.86	0.70	0.61	0.44	6.065e-5	0.0117	(A) Black or African American
F2RL1	5q13.3	8.11	8.94	1.30	1.38	-0.83	6.127e-5	0.0117	(B) White
ABHD16B	20q13.33	7.35	6.81	0.86	0.83	0.54	6.236e-5	0.0117	(A) Black or African American
PVT1	8q24.21	7.29	6.64	1.02	1.05	0.65	6.238e-5	0.0117	(A) Black or African American
PICK1	22q13.1	9.23	8.86	0.58	0.62	0.37	6.281e-5	0.0117	(A) Black or African American
ABHD16A	6p21.33	9.89	10.16	0.43	0.46	-0.27	6.537e-5	0.0119	(B) White
ARRDC1-AS1	9q34.3	7.63	7.19	0.69	0.59	0.43	6.548e-5	0.0119	(A) Black or African American
C22ORF34	22q13.33	3.02	2.19	1.32	1.32	0.83	6.587e-5	0.0119	(A) Black or African American
TRIM45	1p13.1	7.28	6.76	0.82	0.95	0.52	6.902e-5	0.0124	(A) Black or African American
HAGHL	16p13.3	7.04	6.24	1.25	1.39	0.79	6.948e-5	0.0124	(A) Black or African American
ADAT3	19p13.3	6.13	5.51	0.99	0.92	0.62	7.037e-5	0.0124	(A) Black or African American
LOC155060	7q36.1	7.95	7.24	1.13	1.07	0.70	7.071e-5	0.0124	(A) Black or African American
COX17	3q13.33	9.48	9.05	0.70	0.63	0.44	7.222e-5	0.0125	(A) Black or African American
SPDYE5	7q11.23	3.85	3.31	0.85	1.00	0.54	7.258e-5	0.0125	(A) Black or African American
FMC1	7q34	8.13	7.58	0.89	0.79	0.55	7.406e-5	0.0126	(A) Black or African American
KPTN	19q13.32	7.59	7.17	0.68	0.73	0.43	7.689e-5	0.0129	(A) Black or African American
MAN1B1-DT	9q34.3	5.71	5.20	0.82	0.80	0.51	7.707e-5	0.0129	(A) Black or African American
ZNF446	19q13.43	7.96	7.61	0.56	0.58	0.35	7.854e-5	0.0131	(A) Black or African American
CLASRP	19q13.32	9.42	8.92	0.81	0.67	0.50	7.970e-5	0.0131	(A) Black or African American
COL4A3BP	5q13.3	9.52	9.90	0.60	0.58	-0.37	8.414e-5	0.0137	(B) White
ANKZF1	2q35	9.88	9.54	0.54	0.58	0.34	8.415e-5	0.0137	(A) Black or African American
GAL3ST2	2q37.3	2.54	1.51	1.67	1.51	1.03	8.496e-5	0.0137	(A) Black or African American
ANKRD13D	11q13.2	9.80	9.39	0.67	0.63	0.41	8.756e-5	0.0140	(A) Black or African American
TMED7	5q22.3	10.89	11.28	0.63	0.54	-0.39	8.829e-5	0.0140	(B) White
SCAMP1	5q14.1	9.78	10.14	0.58	0.56	-0.36	8.994e-5	0.0141	(B) White
C9ORF43	9q32	3.36	2.80	0.89	1.02	0.56	9.179e-5	0.0143	(A) Black or African American
BOLA2	16p11.2	10.61	10.15	0.74	0.70	0.46	9.229e-5	0.0143	(A) Black or African American
CCDC183-AS1	9q34.3	5.22	4.69	0.86	0.94	0.53	9.286e-5	0.0143	(A) Black or African American
LOC400710	19q13.33	2.07	1.23	1.38	1.23	0.84	9.475e-5	0.0143	(A) Black or African American
BTBD7	14q32.12	9.38	9.68	0.48	0.53	-0.30	9.508e-5	0.0143	(B) White
GNG3	11q12.3	2.47	1.85	1.02	0.87	0.62	9.560e-5	0.0143	(A) Black or African American
LRGUK	7q33	3.66	2.75	1.49	1.42	0.91	9.564e-5	0.0143	(A) Black or African American
LOC728743	7q36.1	7.54	7.06	0.79	0.69	0.48	9.891e-5	0.0146	(A) Black or African American
ARFGAP1	20q13.33	11.22	10.80	0.69	0.62	0.42	1.011e-4	0.0148	(A) Black or African American
CD2AP	6p12.3	10.96	11.32	0.58	0.65	-0.36	1.019e-4	0.0149	(B) White
ROM1	11q12.3	6.36	5.88	0.78	0.81	0.48	1.033e-4	0.0150	(A) Black or African American
ZNF414	19p13.2	7.61	7.21	0.65	0.64	0.40	1.047e-4	0.0151	(A) Black or African American
TRIM6-TRIM34	11p15.4	0.05	0.35	0.39	1.00	-0.30	1.065e-4	0.0152	(B) White
MRPL41	9q34.3	9.54	9.00	0.89	0.76	0.53	1.086e-4	0.0152	(A) Black or African American
NFKBID	19q13.12	6.08	5.49	0.94	1.13	0.58	1.087e-4	0.0152	(A) Black or African American
RASA4	7q22.1	8.13	7.65	0.77	0.89	0.48	1.090e-4	0.0152	(A) Black or African American
C6ORF89	6p21.2	11.08	11.33	0.39	0.41	-0.24	1.092e-4	0.0152	(B) White
PRSS45P	3p21.31	3.05	2.00	1.75	1.48	1.05	1.116e-4	0.0154	(A) Black or African American
PLA2G4C	19q13.33	7.21	6.47	1.22	1.12	0.74	1.130e-4	0.0155	(A) Black or African American
RASA1	5q14.3	9.41	9.77	0.59	0.64	-0.36	1.168e-4	0.0159	(B) White
STK11IP	2q35	9.07	8.70	0.62	0.57	0.37	1.192e-4	0.0160	(A) Black or African American
ST20-AS1	15q25.1	6.22	5.85	0.61	0.79	0.38	1.194e-4	0.0160	(A) Black or African American
LRRC31	3q26.2	3.46	5.05	2.62	2.73	-1.59	1.234e-4	0.0164	(B) White
ANKRD53	2p13.3	4.18	3.55	1.03	1.19	0.63	1.244e-4	0.0165	(A) Black or African American
SPDYE7P	7q11.23	3.70	3.22	0.78	0.93	0.48	1.279e-4	0.0168	(A) Black or African American
TMEM88B	1p36.33	1.99	1.08	1.53	1.22	0.91	1.288e-4	0.0168	(A) Black or African American
LRRFIP1	2q37.3	11.26	11.52	0.43	0.53	-0.26	1.310e-4	0.0170	(B) White
PDLIM5	4q22.3	10.37	10.77	0.65	0.75	-0.39	1.316e-4	0.0170	(B) White
CHAT	10q11.23	0.23	0.68	0.54	1.69	-0.44	1.331e-4	0.0171	(B) White
LSMEM1	7q31.1	4.71	3.94	1.31	1.02	0.77	1.342e-4	0.0171	(A) Black or African American
USP32P1	17p11.2	6.10	7.01	1.49	1.81	-0.91	1.381e-4	0.0174	(B) White
RPL23AP32	2p16.2	0.67	1.05	0.62	0.87	-0.38	1.392e-4	0.0174	(B) White
KLHDC4	16q24.2	8.69	8.25	0.75	0.69	0.44	1.399e-4	0.0174	(A) Black or African American
SEC61A2	10p14	7.17	6.73	0.74	0.75	0.44	1.401e-4	0.0174	(A) Black or African American
FASTK	7q36.1	10.90	10.48	0.71	0.63	0.42	1.489e-4	0.0184	(A) Black or African American
NSUN5P2	7q11.23	9.11	8.43	1.14	1.20	0.68	1.524e-4	0.0187	(A) Black or African American
BTN3A3	6p22.2	8.85	9.34	0.81	0.83	-0.48	1.532e-4	0.0187	(B) White
HSF4	16q22.1	8.11	7.10	1.71	1.55	1.01	1.548e-4	0.0187	(A) Black or African American
PRKG2	4q21.21	2.70	3.79	1.86	1.58	-1.09	1.550e-4	0.0187	(B) White
AGAP3	7q36.1	10.98	10.68	0.49	0.57	0.29	1.561e-4	0.0187	(A) Black or African American
ANKRD39	2q11.2	8.08	7.72	0.61	0.60	0.36	1.622e-4	0.0193	(A) Black or African American
WASH7P	1p36.33	10.62	10.12	0.85	0.77	0.50	1.631e-4	0.0193	(A) Black or African American
PASK	2q37.3	8.58	8.16	0.71	0.74	0.42	1.649e-4	0.0194	(A) Black or African American
ATG4B	2q37.3	10.21	9.85	0.61	0.53	0.35	1.657e-4	0.0194	(A) Black or African American
LINC00965	8p23.1	1.70	2.39	1.16	1.24	-0.69	1.681e-4	0.0196	(B) White
SSPO	7q36.1	4.47	3.35	1.93	1.64	1.12	1.693e-4	0.0196	(A) Black or African American
EIF2B4	2p23.3	9.88	9.61	0.46	0.34	0.27	1.745e-4	0.0200	(A) Black or African American
CCL3L3	17q12	2.46	1.64	1.40	1.28	0.82	1.753e-4	0.0200	(A) Black or African American
CLK3	15q24.1	9.89	9.63	0.43	0.44	0.26	1.801e-4	0.0203	(A) Black or African American
CCDC106	19q13.42	8.19	7.76	0.73	0.75	0.43	1.803e-4	0.0203	(A) Black or African American
HIST1H2AE	6p22.2	4.72	3.55	1.99	2.08	1.17	1.805e-4	0.0203	(A) Black or African American
TLR3	4q35.1	6.89	7.62	1.25	1.25	-0.73	1.825e-4	0.0204	(B) White
AGPAT1	6p21.32	10.65	10.88	0.39	0.43	-0.23	1.852e-4	0.0206	(B) White
LIN7B	19q13.33	5.65	5.11	0.93	0.93	0.55	1.864e-4	0.0206	(A) Black or African American
UBXN2B	8q12.1	9.20	9.52	0.55	0.57	-0.32	1.944e-4	0.0213	(B) White
PHLDB3	19q13.31	7.50	7.01	0.84	0.86	0.49	1.962e-4	0.0213	(A) Black or African American
AP5Z1	7p22.1	9.98	9.56	0.71	0.65	0.41	1.963e-4	0.0213	(A) Black or African American
OR52E2	11p15.4	0.01	0.12	0.06	0.57	-0.11	1.990e-4	0.0215	(B) White
HSP90AB1	6p21.1	14.51	14.80	0.49	0.50	-0.29	2.036e-4	0.0217	(B) White
EIF5	14q32.32	11.60	11.87	0.46	0.45	-0.27	2.039e-4	0.0217	(B) White
ZBTB32	19q13.12	4.23	3.60	1.07	1.21	0.63	2.042e-4	0.0217	(A) Black or African American
FEM1C	5q22.3	9.23	9.53	0.51	0.57	-0.30	2.050e-4	0.0217	(B) White
PARP6	15q23	9.77	9.48	0.47	0.67	0.29	2.071e-4	0.0217	(A) Black or African American
FAM209B	20q13.31	2.07	1.58	0.85	0.81	0.49	2.085e-4	0.0217	(A) Black or African American
YWHAB	20q13.12	12.46	12.67	0.36	0.37	-0.21	2.091e-4	0.0217	(B) White
WASH2P	2q14.1	8.63	8.25	0.66	0.71	0.39	2.092e-4	0.0217	(A) Black or African American
KHK	2p23.3	7.29	6.89	0.67	0.86	0.40	2.136e-4	0.0219	(A) Black or African American
STK31	7p15.3	6.53	5.55	1.67	1.70	0.97	2.140e-4	0.0219	(A) Black or African American
GABPB1-AS1	15q21.2	6.53	6.13	0.69	0.78	0.40	2.141e-4	0.0219	(A) Black or African American
CAPRIN1	11p13	12.14	12.42	0.48	0.39	-0.27	2.188e-4	0.0222	(B) White
ANKRD23	2q11.2	6.04	5.45	1.02	0.97	0.59	2.221e-4	0.0223	(A) Black or African American
FAM24B	10q26.13	5.45	4.91	0.91	1.06	0.53	2.229e-4	0.0223	(A) Black or African American
EME2	16p13.3	4.77	4.02	1.30	1.33	0.75	2.301e-4	0.0226	(A) Black or African American
ETV2	19q13.12	3.60	3.07	0.90	1.05	0.53	2.301e-4	0.0226	(A) Black or African American
TMEM145	19q13.2	3.63	2.64	1.72	1.73	0.99	2.304e-4	0.0226	(A) Black or African American
CDK11B	1p36.33	10.01	9.70	0.55	0.44	0.31	2.363e-4	0.0231	(A) Black or African American
RFPL3S	22q12.3	3.14	2.50	1.11	1.11	0.64	2.375e-4	0.0231	(A) Black or African American
SREK1IP1	5q12.3	9.06	9.37	0.54	0.55	-0.31	2.411e-4	0.0233	(B) White
TRMT1	19p13.13	9.39	9.02	0.64	0.60	0.37	2.440e-4	0.0235	(A) Black or African American
U2AF1L4	19q13.12	7.61	7.15	0.82	0.70	0.46	2.515e-4	0.0241	(A) Black or African American
CEP89	19q13.11	9.01	8.69	0.57	0.59	0.32	2.537e-4	0.0242	(A) Black or African American
EID2B	19q13.2	5.51	5.12	0.67	0.76	0.39	2.556e-4	0.0242	(A) Black or African American
ZGPAT	20q13.33	9.89	9.47	0.74	0.69	0.42	2.589e-4	0.0242	(A) Black or African American
POLR2I	19q13.12	9.30	8.90	0.70	0.66	0.40	2.599e-4	0.0242	(A) Black or African American
WT1-AS	11p13	0.85	1.45	1.01	1.41	-0.60	2.615e-4	0.0242	(B) White
SEM1	7q21.3	11.15	10.78	0.65	0.66	0.37	2.618e-4	0.0242	(A) Black or African American
USP38	4q31.21	9.44	9.71	0.48	0.47	-0.27	2.621e-4	0.0242	(B) White
CDC5L	6p21.1	9.79	10.03	0.42	0.46	-0.24	2.628e-4	0.0242	(B) White
TMBIM6	12q13.12	14.20	14.43	0.40	0.43	-0.23	2.637e-4	0.0242	(B) White
ABCA5	17q24.3	8.30	7.74	0.97	1.08	0.56	2.651e-4	0.0242	(A) Black or African American
PRSS27	16p13.3	5.70	5.07	1.08	1.31	0.63	2.667e-4	0.0243	(A) Black or African American
SPDYE8P	7q11.23	4.32	3.99	0.57	0.68	0.33	2.751e-4	0.0249	(A) Black or African American
C20ORF96	20p13	8.33	7.79	0.96	0.87	0.54	2.769e-4	0.0250	(A) Black or African American
FBXL8	16q22.1	7.30	6.63	1.19	1.05	0.67	2.794e-4	0.0251	(A) Black or African American
RELL2	5q31.3	6.23	5.55	1.21	1.15	0.68	2.829e-4	0.0253	(A) Black or African American
KRBA1	7q36.1	7.53	7.11	0.73	0.81	0.42	2.840e-4	0.0253	(A) Black or African American
LINC01553	10q21.2	0.01	0.06	0.06	0.22	-0.05	2.863e-4	0.0253	(B) White
C5ORF24	5q31.1	9.95	10.30	0.64	0.48	-0.35	2.898e-4	0.0254	(B) White
ATP5ME	4p16.3	10.49	10.12	0.66	0.69	0.37	2.900e-4	0.0254	(A) Black or African American
TRIM23	5q12.3	7.79	8.15	0.63	0.57	-0.35	2.918e-4	0.0254	(B) White
CDNF	10p13	4.92	4.45	0.83	0.88	0.47	2.956e-4	0.0255	(A) Black or African American
UBE2M	19q13.43	10.34	10.02	0.59	0.50	0.33	2.981e-4	0.0256	(A) Black or African American
AMPD2	1p13.3	10.04	9.76	0.51	0.50	0.29	3.010e-4	0.0256	(A) Black or African American
GPCPD1	20p12.3	11.06	10.60	0.81	0.93	0.46	3.011e-4	0.0256	(A) Black or African American
SNAPC5	15q22.31	6.94	6.68	0.46	0.50	0.26	3.017e-4	0.0256	(A) Black or African American
RNF5P1	8p11.22	7.11	7.45	0.60	0.74	-0.34	3.060e-4	0.0259	(B) White
TGFBR1	9q22.33	10.02	10.36	0.61	0.63	-0.35	3.109e-4	0.0262	(B) White
ZBTB17	1p36.13	9.25	8.96	0.53	0.53	0.30	3.120e-4	0.0262	(A) Black or African American
PHKG1	7p11.2	2.97	2.36	1.09	1.07	0.61	3.147e-4	0.0262	(A) Black or African American
LRRC10B	11q12.2	6.49	5.38	1.98	2.01	1.12	3.168e-4	0.0262	(A) Black or African American
H2AFJ	12p12.3	10.06	9.51	1.00	0.85	0.55	3.174e-4	0.0262	(A) Black or African American
PCED1A	20p13	9.39	8.96	0.76	0.77	0.43	3.179e-4	0.0262	(A) Black or African American
PARVA	11p15.3	9.95	10.29	0.61	0.56	-0.34	3.205e-4	0.0263	(B) White
LINC00265	7p14.1	7.72	7.08	1.14	0.99	0.63	3.211e-4	0.0263	(A) Black or African American
LINC01144	1p34.1	4.67	4.11	1.01	0.92	0.56	3.235e-4	0.0264	(A) Black or African American
SPDYE1	7p13	4.13	3.67	0.80	0.90	0.46	3.253e-4	0.0264	(A) Black or African American
SNHG3	1p35.3	6.67	6.14	0.95	1.00	0.54	3.268e-4	0.0264	(A) Black or African American
PDCD6IP	3p22.3	11.30	11.53	0.43	0.37	-0.24	3.288e-4	0.0265	(B) White
WHRN	9q32	7.94	7.45	0.88	0.93	0.49	3.315e-4	0.0266	(A) Black or African American
REM2	14q11.2	4.45	3.79	1.21	1.02	0.67	3.337e-4	0.0266	(A) Black or African American
ALMS1P1	2p13.1	1.63	1.09	0.97	0.89	0.54	3.349e-4	0.0266	(A) Black or African American
ZNF616	19q13.41	7.07	7.40	0.60	0.50	-0.33	3.392e-4	0.0268	(B) White
C9ORF163	9q34.3	3.60	2.99	1.10	1.04	0.61	3.397e-4	0.0268	(A) Black or African American
UBTD2	5q35.1	9.14	9.46	0.58	0.48	-0.32	3.433e-4	0.0269	(B) White
CRK	17p13.3	9.35	9.64	0.53	0.45	-0.29	3.448e-4	0.0269	(B) White
ORMDL1	2q32.2	9.82	9.59	0.42	0.44	0.24	3.456e-4	0.0269	(A) Black or African American
LPIN3	20q12	9.16	8.68	0.88	0.86	0.49	3.530e-4	0.0274	(A) Black or African American
ATP1A1-AS1	1p13.1	5.96	5.53	0.77	0.73	0.43	3.575e-4	0.0276	(A) Black or African American
MT1X	16q13	9.09	8.50	1.05	1.30	0.60	3.590e-4	0.0276	(A) Black or African American
CENPT	16q22.1	9.32	8.80	0.94	0.73	0.51	3.594e-4	0.0276	(A) Black or African American
HPCA	1p35.1	3.28	2.63	1.16	1.28	0.65	3.645e-4	0.0279	(A) Black or African American
CDC23	5q31.2	9.19	9.40	0.37	0.37	-0.21	3.718e-4	0.0282	(B) White
INTU	4q28.1	6.66	6.21	0.80	0.87	0.45	3.720e-4	0.0282	(A) Black or African American
DRD4	11p15.5	3.27	2.53	1.34	1.26	0.74	3.784e-4	0.0286	(A) Black or African American
FAM41C	1p36.33	4.66	3.96	1.28	1.01	0.70	3.830e-4	0.0288	(A) Black or African American
ZBTB9	6p21.32	8.00	8.26	0.46	0.47	-0.26	3.832e-4	0.0288	(B) White
PTPRK	6q22.33	10.25	10.59	0.63	0.63	-0.35	3.861e-4	0.0289	(B) White
NME1-NME2	17q21.33	6.98	6.43	0.98	1.05	0.55	3.896e-4	0.0290	(A) Black or African American
U2AF2	19q13.42	11.73	11.49	0.45	0.41	0.24	3.902e-4	0.0290	(A) Black or African American
